scenario,rep,s2_family,s2_era,s2_unique,share_family,share_era,share_unique,audit_hard_fail,cond
S5,24,0.17760064832319908,0.4942504912851826,0.6465732645594144,0.13470673613274212,0.37487965917709093,0.4904136046901669,False,
S6,0,0.589318689858814,0.13701653831849764,0.3321203323620758,0.5567722555668733,0.12944949549764206,0.31377824893548456,False,234.11998581492105
S6,1,0.7042634564692353,0.22361232457912367,0.3446991493488634,0.5534161012030986,0.17571643070897616,0.27086746808792533,False,234.11998581492105
S6,2,0.7934950462902893,0.06570572262078357,0.5808744997935339,0.5510094253643167,0.045626589143418834,0.4033639854922645,False,234.11998581492105
S6,3,0.076466816125393,0.18834665482432525,0.4150520889054102,0.11247343686844087,0.27703514627871395,0.6104914168528451,False,234.11998581492105
S6,4,0.17734097699504622,0.2966479527217671,0.18832796846826716,0.2677584966969835,0.4478942837403955,0.284347219562621,False,234.11998581492105
S6,5,0.2937080837543874,0.33701002214644005,0.37417695759898717,0.2922773674810092,0.3353683726664085,0.3723542598525823,False,234.11998581492105
S6,6,0.3302811143170739,0.04716118280627962,0.45648429326412515,0.3960553820014432,0.05655315869513944,0.5473914593034174,False,234.11998581492105
S6,7,0.19607941170906032,0.25891322567440916,0.5168458782413422,0.201761309679106,0.2664158926732281,0.5318227976476658,False,234.11998581492105
S6,8,2.061153622438558e-09,0.41866373100934196,0.2697350840058934,2.9941271996837836e-09,0.6081703231092048,0.39182967389666784,False,234.11998581492105
S6,9,0.17930953675496303,0.11440649669334389,0.30409814904409227,0.2999419251102207,0.19137467802513783,0.5086833968646414,False,234.11998581492105
S6,10,0.9229307730460098,0.2869384858915771,0.38016156374734716,0.5804483535026976,0.18046095823919397,0.2390906882581084,False,234.11998581492105
S6,11,0.1658798149261184,0.3707975162768132,0.28493386702133666,0.20189575712287164,0.45130533405363804,0.34679890882349035,False,234.11998581492105
S6,12,0.2465015268370924,0.3091841953287217,0.4850343398111704,0.23685670704649467,0.29708680232548385,0.46605649062802146,False,234.11998581492105
S6,13,0.9268645410355789,0.3688088004193392,0.32526580878412664,0.5718071162010563,0.22752785036066892,0.20066503343827477,False,234.11998581492105
S6,14,0.08905100942238875,0.221912158345479,0.3661838596509327,0.13150911961002032,0.32771635901789353,0.540774521372086,False,234.11998581492105
S6,15,0.1457320785344751,0.5100286371682805,0.28054326770770793,0.15564611612956047,0.5447254804048938,0.29962840346554565,False,234.11998581492105
S6,16,0.18744484330874592,0.40689832959959765,0.26268784786663646,0.21871418742724946,0.474776664713554,0.3065091478591965,False,234.11998581492105
S6,17,0.38203709436752586,0.29500402195272313,0.2480914320295194,0.41295390055078646,0.3188775732503899,0.2681685261988237,False,234.11998581492105
S6,18,0.5934559402578728,0.11234416300326475,0.3247923897978355,0.5758395721439762,0.10900929684613579,0.31515113100988795,False,234.11998581492105
S6,19,0.3296216500185146,0.2737458266584925,0.2923547902418029,0.3679953733341678,0.3056146271769588,0.3263899994888733,False,234.11998581492105
S6,20,0.21442636864854492,0.3717221364222339,0.3131798788883382,0.23842944632145915,0.4133330416925128,0.348237511986028,False,234.11998581492105
S6,21,0.23475100361807952,0.6034419996912921,0.4580534295114624,0.18110059759796196,0.46553030690168096,0.353369095500357,False,234.11998581492105
S6,22,0.23728591137915592,0.3615101629825672,0.1963554420391112,0.29841597039669177,0.4546431158414979,0.24694091376181043,False,234.11998581492105
S6,23,2.061153622438558e-09,0.321337556852305,0.4802903040412465,2.5712100560494372e-09,0.40085627222074455,0.5991437252080454,False,234.11998581492105
S6,24,0.14920759689125976,0.4900344789072468,0.27087424468808025,0.16394343616592552,0.5384306026346759,0.29762596119939855,False,234.11998581492105
